county_name,crime_rate_per_100000,index,EDITION,PART,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,FIPS_ST,FIPS_CTY
"Grenada County, MS",439.5706089,411,1,4,1436,21753,21753,2,2,85.0584,95,669,7,5,21,61,278,367,24,0,21612,28,43
"Catahoula Parish, LA",439.5389725,412,1,4,1134,10386,9861,3,2,100,45,153,3,1,9,32,46,103,4,0,10238,22,25
"Franklin County, OH",438.0237622,413,1,4,2091,1220036,1178097,30,31,99.9733,5310,55220,80,644,3296,1291,16769,34668,3783,587,1212263,39,49
"Alamance County, NC",436.5907059,414,1,4,1912,154095,154810,9,8,100,674,5218,4,35,138,497,1438,3530,250,14,154378,37,1
"Madison Parish, LA",435.9855789,415,1,4,1154,12075,12075,2,2,54.5404,52,489,0,0,2,50,99,389,1,0,11927,22,65
"Gulf County, FL",435.908775,416,1,4,347,16060,16060,11,5,100,69,267,1,4,5,59,125,134,8,2,15829,12,45
"Monroe County, TN",435.2148459,417,1,4,2517,45253,45253,6,6,100,197,1317,5,3,10,179,337,882,98,13,45265,47,123
"Randolph County, WV",435.1521333,418,1,4,3068,29466,29466,6,3,100,128,691,2,14,5,107,158,508,25,7,29415,54,83
"Monterey County, CA",435.1415259,419,1,4,214,425810,425810,19,18,100,1866,10298,45,94,706,1021,2912,5612,1774,64,428826,6,53
"Washington County, AR",434.8227901,420,1,4,184,214559,208309,10,10,100,941,6649,7,131,70,733,1285,5033,331,30,216410,5,143
"Laclede County, MO",434.5753778,421,1,4,1550,35570,35570,3,3,100,155,984,1,6,5,143,158,784,42,4,35667,29,105
"Solano County, CA",434.5697148,422,1,4,235,420333,420333,13,11,100,1846,13190,28,115,659,1044,4322,6435,2433,118,424788,6,95
"Wilbarger County, TX",434.0872744,423,1,4,2794,13605,13605,2,2,100,57,363,1,14,1,41,89,258,16,6,13131,48,487
"Sweetwater County, WY",433.2736477,424,1,4,3173,44817,44817,3,3,100,196,952,3,18,5,170,120,794,38,7,45237,56,37
"Hemphill County, TX",432.9004329,425,1,4,2656,4029,4029,1,1,100,18,66,0,0,0,18,16,44,6,0,4158,48,211
"San Bernardino County, CA",432.4902041,426,1,4,223,2084529,2084529,39,33,100,9032,63099,102,422,2923,5585,18788,32802,11509,367,2088371,6,71
"Forest County, PA",432.4465994,427,1,4,2296,7601,7601,5,4,100,33,158,2,4,0,27,83,71,4,3,7631,42,53
"Tuscaloosa County, AL",432.2257134,428,1,4,63,197218,198003,7,9,99.5362,868,7313,10,56,234,568,1932,5013,367,28,200821,1,125
"Berrien County, MI",432.2005514,429,1,4,1253,157056,154880,21,19,99.9902,671,4629,3,97,111,460,1188,3255,186,33,155252,26,21
"DeSoto County, FL",431.6713503,430,1,4,338,35370,35370,11,5,100,149,829,1,6,30,112,319,487,23,4,34517,12,27
"Spartanburg County, SC",431.3174256,431,1,4,2384,282659,289596,21,20,99.8971,1255,9656,10,104,233,908,2450,6573,633,54,290969,45,83
"Volusia County, FL",431.3099042,432,1,4,389,501494,499738,26,18,100,2160,17213,19,96,422,1623,4095,12072,1046,29,500800,12,127
"Bexar County, TX",431.0605685,433,1,4,2565,1784585,1782454,29,31,100,7835,95325,101,649,2038,5047,18580,69589,7155,336,1817610,48,29
"Worcester County, MA",430.9694898,434,1,4,1241,808355,800962,71,62,99.8051,3487,17054,14,177,631,2665,4731,11446,877,67,809106,25,27
"Wichita County, TX",430.1498709,435,1,4,2793,132655,132655,6,6,100,568,5676,6,46,154,362,1439,3973,264,11,132047,48,485
"Clay County, AL",430.075634,436,1,4,14,13918,13918,3,3,100,58,132,0,0,3,55,26,95,11,24,13486,1,27
"Black Hawk County, IA",430.0393826,437,1,4,803,132059,132059,5,5,100,570,3619,5,93,75,397,1061,2418,140,28,132546,19,13
"Webb County, TX",429.3415113,438,1,4,2790,260337,260337,6,5,100,1127,11080,8,86,187,846,1825,8845,410,87,262495,48,479
"Lawrence County, TN",428.6734937,439,1,4,2505,42463,42463,7,7,100,180,1237,2,9,8,160,363,823,51,12,41990,47,99
"Pierce County, WA",428.3049688,440,1,4,3013,809006,815826,19,21,100,3511,34003,38,289,910,2274,9180,20856,3967,169,819743,53,53
"Polk County, GA",427.3608042,441,1,4,508,41511,41511,5,5,100,176,1925,3,12,49,112,580,1254,91,5,41183,13,233
"Kent County, MD",426.1933414,442,1,4,1217,20399,20399,4,4,100,85,358,0,7,21,57,113,235,10,1,19944,24,29
"Cowley County, KS",425.3673627,443,1,4,913,36457,36457,5,5,100,154,1143,0,18,4,132,259,820,63,8,36204,20,35
"Barton County, KS",425.3153513,444,1,4,900,27983,27983,5,5,99.4184,117,1007,0,11,8,98,237,721,49,6,27509,20,9
"Hockley County, TX",424.9893753,445,1,4,2660,23235,22795,4,3,100,100,652,1,16,9,74,223,418,11,3,23530,48,219
"Schoolcraft County, MI",424.3967503,446,1,4,1319,8496,8496,3,3,36.4878,35,218,0,15,1,19,71,143,4,3,8247,26,153
"Webster County, IA",423.8203218,447,1,4,890,37806,37806,2,2,100,157,1342,0,24,16,117,241,1030,71,10,37044,19,187
"Rusk County, TX",423.3337063,448,1,4,2751,51938,54564,4,5,100,227,1493,0,16,24,187,381,1040,72,7,53622,48,401
"Jackson County, FL",423.1225216,449,1,4,356,49965,49029,15,8,100,207,846,0,17,27,163,245,577,24,5,48922,12,63
"Warren County, IL",423.1073,450,1,4,696,18157,17325,3,2,100,75,603,0,4,2,69,133,460,10,4,17726,17,187
"Cumberland County, TN",422.8587339,451,1,4,2473,57100,57100,4,4,100,243,1970,2,18,22,201,581,1292,96,14,57466,47,35
"Stone County, MO",421.7656644,452,1,4,1601,32324,32324,7,7,100,132,593,1,5,1,125,160,396,37,5,31297,29,209
"McLennan County, TX",421.5652577,453,1,4,2705,242130,239865,17,17,100,1018,8903,9,115,218,676,2237,6380,286,63,241481,48,309
"Trousdale County, TN",421.5636178,454,1,4,2540,7881,7881,2,2,100,33,154,0,3,1,29,31,118,5,0,7828,47,169
"Barnstable County, MA",421.4149495,455,1,4,1228,217689,217689,20,16,100,906,5838,1,63,79,763,2223,3459,156,36,214990,25,1
"Coffee County, GA",421.101342,456,1,4,427,43321,42124,6,4,100,182,1993,4,22,55,101,479,1458,56,7,43220,13,69
"Winkler County, TX",420.7204838,457,1,4,2798,7286,7286,3,3,100,32,64,0,0,1,31,17,41,6,0,7606,48,495
"Wayne County, NC",420.603132,458,1,4,2007,124975,122101,9,4,100,524,4820,20,8,108,388,1576,2981,263,6,124583,37,191
"La Salle Parish, LA",419.5709549,459,1,4,1151,15074,15074,3,3,95.333,62,124,0,1,0,61,24,89,11,0,14777,22,59
"White County, TN",419.1434233,460,1,4,2548,26365,26365,2,2,100,110,738,1,6,6,97,169,518,51,5,26244,47,185
"Stonewall County, TX",418.9944134,461,1,4,2767,1494,1494,1,1,100,6,5,0,0,0,6,2,2,1,0,1432,48,433
"Tipton County, TN",418.9263794,462,1,4,2539,61799,61799,6,6,100,258,1357,5,19,32,202,368,901,87,5,61586,47,167
"Brazos County, TX",418.8734225,463,1,4,2571,200592,200592,4,4,100,851,5773,5,67,109,670,1287,4322,164,24,203164,48,41
"Dorchester County, SC",418.1654367,464,1,4,2360,127195,140215,10,9,100,608,4610,8,42,129,429,973,3223,414,13,145397,45,35
"Finney County, KS",417.812281,465,1,4,923,37272,37272,3,3,100,155,1011,0,20,12,123,150,832,28,15,37098,20,55
"Newport News city, VA",416.9871443,466,1,4,2970,181591,181591,3,3,100,759,5918,21,52,271,415,1038,4615,265,71,182020,51,700
"Jasper County, MO",416.673826,467,1,4,1546,124896,118658,13,13,100,485,5569,3,46,71,365,1054,4147,368,39,116398,29,97
"Tarrant County, TX",416.156389,468,1,4,2770,1827900,1875912,38,41,100,7955,67542,73,687,2167,5028,16077,46906,4559,228,1911541,48,439
"Cherokee County, AL",415.9829027,469,1,4,10,26141,26162,4,5,100,109,1014,1,4,2,102,329,610,75,12,26203,1,19
"Cole County, MO",415.9115503,470,1,4,1523,76614,76614,4,5,100,319,1922,2,16,41,260,332,1529,61,10,76699,29,51
"Desha County, AR",415.8336665,471,1,4,133,12811,9152,4,3,99.6722,52,295,0,6,8,38,106,175,13,3,12505,5,41
"Hopewell city, VA",415.1062582,472,1,4,2964,22829,22829,2,2,100,92,880,2,3,32,55,209,617,54,5,22163,51,670
"Lake County, IN",414.6861571,473,1,4,749,497110,495070,20,19,96.7551,2038,18298,62,122,685,1169,4241,12146,1911,154,491456,18,89
"Orangeburg County, SC",414.5499329,474,1,4,2380,92784,92259,16,13,99.9308,377,4552,13,32,117,214,1353,2713,486,23,90942,45,75
"Huerfano County, CO",414.1739531,475,1,4,275,6610,6610,3,3,100,27,155,0,4,6,17,47,97,11,0,6519,8,55
"Pike County, AL",413.929632,476,1,4,55,33047,33047,4,4,100,138,1156,4,6,21,107,316,779,61,7,33339,1,109
"Polk County, MO",413.2498224,477,1,4,1581,31229,31229,5,5,100,128,766,1,8,2,117,215,525,26,2,30974,29,167
"Oglethorpe County, GA",412.4278251,478,1,4,502,14843,14843,1,1,100,60,444,1,12,4,43,112,320,12,1,14548,13,221
"Zavala County, TX",411.319513,479,1,4,2804,12026,12026,2,2,100,50,160,1,0,2,47,58,93,9,0,12156,48,507
"Dale County, AL",410.9534119,480,1,4,23,48935,50245,10,12,98.9775,205,1318,1,8,32,164,325,930,63,13,49884,1,45
"Dallam County, TX",410.9394927,481,1,4,2606,9706,6969,2,2,100,29,180,1,4,1,23,51,120,9,1,7057,48,111
"Mendocino County, CA",410.5881274,482,1,4,210,88365,88365,8,7,100,358,1734,6,27,46,279,563,981,190,38,87192,6,45
"Vernon County, MO",410.5207886,483,1,4,1605,21002,21002,2,2,100,86,1184,0,4,9,73,242,870,72,5,20949,29,217
"Lassen County, CA",410.4094767,484,1,4,205,34517,34517,6,4,100,132,531,1,8,11,112,166,334,31,9,32163,6,35
"Maricopa County, AZ",410.2097764,485,1,4,104,3922299,3922594,18,19,100,16447,135541,208,1088,5341,9810,32859,90864,11818,758,4009412,4,13
"Hennepin County, MN",410.0842691,486,1,4,1353,1179108,1175926,35,35,100,4916,39583,49,586,2083,2198,7820,29171,2592,221,1198778,27,53
"Allegheny County, PA",409.4916311,487,1,4,2271,1228608,1229054,124,126,100,5043,26054,81,125,1732,3105,5727,19160,1167,408,1231527,42,3
"Ellis County, KS",409.4835002,488,1,4,921,28889,28889,5,5,98.5773,119,798,0,7,8,104,114,638,46,5,29061,20,51
"Ware County, GA",408.8605114,489,1,4,541,36872,36863,4,2,100,146,1640,3,7,44,92,309,1275,56,8,35709,13,299
"Childress County, TX",408.7385483,490,1,4,2588,7089,7089,2,2,100,29,99,0,0,1,28,36,56,7,0,7095,48,75
"Hidalgo County, NM",408.2509669,491,1,4,1827,4869,4869,2,2,100,19,31,0,0,4,15,9,19,3,2,4654,35,23
"Bartow County, GA",407.8085966,492,1,4,401,101493,100167,8,5,100,413,3864,2,23,38,350,1032,2545,287,6,101273,13,15
"Hardin County, IL",406.6012916,493,1,4,637,4283,4283,1,2,100,17,10,0,0,1,16,1,8,1,0,4181,17,69
"Clay County, FL",406.3157144,494,1,4,335,194995,194995,12,6,100,798,4298,7,49,86,656,842,3330,126,22,196399,12,19
"Elkhart County, IN",405.8575111,495,1,4,724,200052,199564,5,5,100,814,5210,8,61,149,596,1247,3629,334,34,200563,18,39
"Washington County, TN",404.632565,496,1,4,2545,126920,125380,5,6,100,508,4104,1,20,60,427,1004,2943,157,23,125546,47,179
"Bell County, TX",402.9457568,497,1,4,2564,319917,318761,13,12,100,1317,9716,17,140,348,812,2792,6589,335,51,326843,48,27
"Cedar County, MO",402.5012578,498,1,4,1517,13974,13974,2,2,100,56,333,0,5,4,47,99,227,7,2,13913,29,39
"Charleston County, SC",402.3572772,499,1,4,2352,388374,359929,21,20,100,1500,11584,26,95,348,1031,1876,8817,891,38,372803,45,19
"Camden County, GA",402.1291476,500,1,4,413,50948,49524,5,3,100,207,1444,2,7,23,175,343,1055,46,5,51476,13,39
"Greene County, TN",401.3652277,501,1,4,2485,69912,69912,6,6,100,274,2157,5,15,41,213,626,1402,128,14,68267,47,59
"Houston County, AL",401.2810125,502,1,4,35,103678,102780,9,9,98.0524,416,3659,7,42,108,259,1095,2380,184,18,103668,1,69
"Curry County, NM",401.2016285,503,1,4,1820,49728,49058,4,3,85.2668,203,2373,4,26,22,151,729,1558,85,35,50598,35,9
"Contra Costa County, CA",400.6561842,504,1,4,194,1075982,1075982,30,26,100,4384,32787,56,169,1603,2556,8556,16973,7258,164,1094205,6,13
"Wilson County, NC",400.406529,505,1,4,2009,81523,79951,6,2,100,327,2971,9,6,78,234,895,1938,138,17,81667,37,195
"Wharton County, TX",400.3299689,506,1,4,2791,41933,41933,3,3,100,165,1132,1,8,24,132,296,796,40,9,41216,48,481
"Mariposa County, CA",399.8873557,507,1,4,209,18360,18360,2,2,100,71,337,3,2,2,64,93,222,22,0,17755,6,43
"Montgomery County, OH",399.5550961,508,1,4,2123,537596,528324,24,25,100,2141,19790,32,251,933,925,5833,12696,1261,218,535846,39,113
"Pitt County, NC",399.3963148,509,1,4,1985,173016,170331,11,8,100,696,5933,11,36,207,442,1763,3982,188,4,174263,37,147
"La Paz County, AZ",398.5435938,510,1,4,103,20642,16937,3,2,100,81,613,0,0,2,79,151,408,54,0,20324,4,12
"Monroe County, PA",398.4492785,511,1,4,2314,170157,170157,11,11,100,666,4486,4,50,95,517,1202,3185,99,19,167148,42,89
"Fredericksburg city, VA",398.1231338,512,1,4,2960,25974,25974,3,3,100,112,1099,2,1,21,88,87,991,21,11,28132,51,630
"Massac County, IL",398.0627612,513,1,4,666,15449,15449,2,2,100,60,343,1,11,3,45,45,287,11,0,15073,17,127
"Logan County, WV",397.3657154,514,1,4,3049,36458,33200,11,5,100,143,559,3,8,8,124,117,381,61,0,35987,54,45
"Montgomery County, AL",396.6310625,515,1,4,51,232964,232964,13,7,100,899,12682,45,45,465,344,3656,7855,1171,66,226659,1,101
"Lake County, MT",396.319399,516,1,4,1636,29148,29148,4,4,100,115,725,1,12,1,101,134,522,69,5,29017,30,47
"Pulaski County, MO",396.2938156,517,1,4,1582,53524,53524,6,8,100,213,1139,3,16,18,176,349,744,46,6,53748,29,169
"Kent County, MI",395.6892392,518,1,4,1283,608895,608895,15,15,99.8521,2460,14837,22,214,639,1585,3878,10346,613,129,621700,26,81
"Sequatchie County, TN",395.0684558,519,1,4,2532,14464,14464,2,2,100,58,439,0,3,3,52,114,287,38,7,14681,47,153
"Robertson County, TN",394.7583218,520,1,4,2529,61061,67660,6,9,100,266,1409,3,20,53,190,305,1036,67,5,67383,47,147
"Henry County, MO",394.3968448,521,1,4,1539,22261,22261,2,2,100,87,796,0,4,3,80,227,523,46,3,22059,29,83
"Clarke County, GA",394.1780398,522,1,4,422,118596,118596,8,4,100,478,4918,5,55,162,256,1193,3470,255,25,121265,13,59
"Dunklin County, MO",394.172553,523,1,4,1532,32034,32034,10,10,99.1337,125,1281,0,17,11,97,325,893,63,16,31712,29,69
"St. Lucie County, FL",393.958833,524,1,4,381,284205,284205,12,6,100,1130,6947,7,104,223,796,2001,4673,273,15,286832,12,111
"Uvalde County, TX",393.6715442,525,1,4,2782,26932,26932,3,3,100,106,798,3,7,3,93,181,595,22,4,26926,48,463
"Franklin city, VA",393.6096319,526,1,4,2959,8683,8683,3,2,100,34,362,1,4,11,18,40,304,18,1,8638,51,620
"New Haven County, CT",392.9086256,527,1,4,316,809772,809772,25,24,100,3388,24375,33,140,1351,1864,4218,18049,2108,58,862287,9,9
"McMullen County, TX",392.6701571,528,1,4,2706,700,700,1,1,100,3,43,0,0,0,3,9,27,7,0,764,48,311
"Walker County, TX",392.3449148,529,1,4,2786,69107,69107,2,2,100,270,1427,1,45,15,209,434,937,56,4,68817,48,471
"Bacon County, GA",392.296719,530,1,4,396,11323,3540,2,1,100,44,161,0,7,12,25,43,113,5,0,11216,13,5
"Smith County, TX",391.9844502,531,1,4,2762,216501,216577,11,11,100,847,6883,6,91,115,635,1890,4673,320,20,216080,48,423
"Warren County, MS",391.9698038,532,1,4,1489,48450,48450,2,2,100,189,1658,2,26,31,130,368,1210,80,5,48218,28,149
"New Hanover County, NC",391.5279907,533,1,4,1976,208232,206164,12,7,100,835,8985,9,46,300,480,2447,6038,500,20,213267,37,129
"Harvey County, KS",391.4682939,534,1,4,935,35219,35024,8,8,99.3262,136,930,0,17,5,114,236,658,37,3,34741,20,79
"El Paso County, TX",391.4376636,535,1,4,2621,833083,833083,10,10,100,3240,19278,28,220,507,2485,2361,15563,1354,118,827718,48,141
"Garland County, AR",388.9969436,536,1,4,138,97493,97493,2,2,100,378,5231,10,37,63,268,1612,3379,240,2,97173,5,51
"Sierra County, NM",388.8696854,537,1,4,1842,11962,11962,2,2,100,45,291,1,3,1,40,86,184,21,0,11572,35,51
"Yuba County, CA",388.6010363,538,1,4,245,73251,73251,6,5,100,285,2013,6,27,39,213,612,1148,253,27,73340,6,115
"Henry County, AL",387.372803,539,1,4,34,17477,17482,4,5,96.8882,67,344,4,5,6,52,140,186,17,4,17296,1,67
"Lincoln County, GA",387.0468327,540,1,4,483,7946,7946,2,2,100,30,219,0,0,4,26,59,152,8,0,7751,13,181
"Clark County, AR",386.9322429,541,1,4,122,22945,22945,5,5,100,88,706,5,10,4,69,201,486,19,1,22743,5,19
"Colquitt County, GA",386.8179363,542,1,4,428,46120,46132,5,6,84.0501,179,1718,4,11,41,123,403,1250,65,9,46275,13,71
"Roosevelt County, MT",386.5168539,543,1,4,1655,10600,10340,4,3,92.0213,43,270,0,6,1,36,51,207,12,2,11125,30,85
"Santa Cruz County, CA",386.3870031,544,1,4,231,266749,266749,10,9,100,1041,8709,10,76,220,735,1633,6104,972,43,269419,6,87
"Bienville Parish, LA",386.2384665,545,1,4,1128,14420,14420,1,1,100,54,188,0,4,5,45,60,118,10,0,13981,22,13
"Macon County, IL",386.17105,546,1,4,660,110782,110782,8,8,100,422,2963,6,35,111,270,1090,1776,97,35,109278,17,115
"Jennings County, IN",385.9636698,547,1,4,744,28284,28284,3,3,55.4312,109,745,0,8,0,102,310,420,15,0,28241,18,79
"Chatham County, GA",385.7287544,548,1,4,418,274442,274442,19,13,100,1074,10093,24,39,537,474,2458,6876,759,39,278434,13,51
"Shannon County, MO",385.6815717,549,1,4,1598,8376,8448,4,5,100,32,131,0,2,0,30,28,91,12,0,8297,29,203
"Jackson County, AL",385.2618459,550,1,4,36,53505,51981,9,7,96.5414,204,1395,0,17,2,185,452,858,84,11,52951,1,71
"Caddo County, OK",385.2132189,551,1,4,2162,29997,29719,6,6,100,114,499,1,8,3,102,178,286,35,8,29594,40,15
"Adams County, IA",385.2080123,552,1,4,798,4020,4020,1,1,100,15,49,0,1,0,14,11,36,2,0,3894,19,3
"Liberty County, GA",385.1251267,553,1,4,482,66149,66149,5,4,100,247,2162,2,26,41,178,601,1482,79,6,64135,13,179
"Panola County, MS",383.6986222,554,1,4,1468,34869,33986,4,3,85.3704,132,1661,5,5,6,116,627,1005,29,0,34402,28,107
"Bedford County, TN",383.4339121,555,1,4,2457,45885,45885,3,3,100,176,927,1,19,16,140,236,658,33,2,45901,47,3
"Vermilion Parish, LA",383.1029653,556,1,4,1178,58621,58621,4,4,100,227,1423,7,18,32,170,458,918,47,0,59253,22,113
"Buchanan County, MO",382.6800995,557,1,4,1508,89791,89835,3,4,100,343,5022,1,22,93,227,1065,3573,384,29,89631,29,21
"Terrebonne Parish, LA",382.2650312,558,1,4,1176,112579,112579,2,2,100,431,4393,5,26,100,300,764,3386,243,8,112749,22,109
"Ford County, KS",381.9753583,559,1,4,924,34745,34745,4,4,99.4181,133,1206,2,24,16,91,300,864,42,9,34819,20,57
"Angelina County, TX",381.9718439,560,1,4,2553,88982,88982,5,5,100,334,3120,5,29,53,247,789,2223,108,11,87441,48,5
"Berkeley County, SC",381.9193898,561,1,4,2350,173038,184763,13,11,100,741,5999,16,64,134,527,1425,4061,513,62,194020,45,15
"Irwin County, GA",381.8818288,562,1,4,470,9782,9782,2,2,100,36,255,0,9,0,27,73,171,11,2,9427,13,155
"Niagara County, NY",381.7987482,563,1,4,1880,217177,217177,16,9,99.8511,818,6090,4,47,207,560,1437,4425,228,61,214249,36,63
"DeKalb County, AL",381.6202667,564,1,4,25,71683,71662,14,14,98.353,271,1773,0,20,9,242,558,1085,131,10,71013,1,49
"Stephens County, GA",381.5753611,565,1,4,520,26237,26237,3,2,100,98,914,4,5,15,74,161,733,20,0,25683,13,257
"Livingston Parish, LA",381.1925134,566,1,4,1153,131021,131021,7,7,98.6781,511,3742,1,12,60,437,938,2678,126,0,134053,22,63
"Navarro County, TX",380.9484158,567,1,4,2725,48774,48774,3,3,100,183,1865,0,30,37,116,579,1230,56,1,48038,48,349
"Giles County, TN",379.1831907,568,1,4,2483,29755,29630,5,5,100,109,670,1,10,13,85,210,441,19,4,28746,47,55
"El Paso County, CO",379.058506,569,1,4,268,645802,644965,10,9,100,2483,21508,20,448,566,1449,4680,14760,2068,117,655044,8,41
"Butler County, OH",378.9674417,570,1,4,2075,370453,369976,14,15,94.9197,1407,15122,10,194,305,897,3621,11081,421,96,371272,39,17
"Jasper County, TX",378.6922494,571,1,4,2671,36840,36840,2,2,100,135,776,2,32,7,94,201,554,21,1,35649,48,241
"Pickens County, SC",378.0387052,572,1,4,2381,120788,120711,12,11,100,453,4696,9,34,41,369,1017,3346,333,12,119829,45,77
"Warren County, TN",377.8306018,573,1,4,2544,40257,40257,4,4,100,151,1054,1,16,9,125,262,718,74,7,39965,47,177
"Elbert County, GA",377.5702842,574,1,4,445,20098,20098,2,2,100,74,761,2,3,9,60,204,523,34,0,19599,13,105
"Summit County, OH",377.428833,575,1,4,2143,541088,496205,24,18,99.9434,2045,16740,27,256,656,1105,4547,11196,997,145,541824,39,153
"Santa Barbara County, CA",377.0969275,576,1,4,229,430836,430836,16,13,100,1643,10164,6,146,311,1180,2430,6933,801,54,435697,6,83
"Terrell County, GA",376.8565728,577,1,4,528,9418,9418,2,2,100,34,148,2,1,1,30,81,61,6,2,9022,13,273
"San Benito County, CA",376.7361111,578,1,4,222,56592,56592,6,5,100,217,1023,1,15,33,168,357,562,104,12,57600,6,69
"Scott County, KY",376.3989829,579,1,4,1106,48271,48271,9,4,100,188,1424,1,26,33,127,352,1001,71,4,49947,21,209
"Charles County, MD",376.1513502,580,1,4,1211,150570,150570,3,3,100,575,3350,6,32,154,383,615,2549,186,30,152864,24,17
"Allendale County, SC",376.0544771,581,1,4,2345,10278,10278,8,7,100,37,341,0,1,4,32,151,176,14,3,9839,45,5
"Grimes County, TX",376.0378272,582,1,4,2643,27290,27290,2,2,100,101,568,1,7,8,85,187,339,42,0,26859,48,185
"Kalamazoo County, MI",375.8885967,583,1,4,1281,252257,250233,12,11,100,965,7402,13,149,223,580,1635,5447,320,61,256725,26,77
"Crawford County, GA",375.8797185,584,1,4,432,12701,12701,2,2,100,47,444,1,1,6,39,162,262,20,0,12504,13,79
"Washoe County, NV",375.8089692,585,1,4,1779,431276,431276,6,6,100,1630,11320,12,75,411,1132,2626,7466,1228,66,433731,32,31
"Assumption Parish, LA",375.2102471,586,1,4,1125,23290,23290,2,2,100,87,407,2,13,7,65,96,290,21,3,23187,22,7
"Onondaga County, NY",374.9036587,587,1,4,1882,469480,469480,26,19,96.6364,1756,12133,15,111,539,1091,2988,8553,592,63,468387,36,67
"Rock Island County, IL",374.8523,588,1,4,683,147782,146953,14,10,99.9407,552,3879,4,42,80,426,721,3039,119,26,147258,17,161
"Gaston County, NC",374.8448095,589,1,4,1947,208013,202020,14,10,100,785,7075,6,50,194,535,1826,4872,377,49,209420,37,71
"Anderson County, TX",374.5382996,590,1,4,2551,59200,59181,3,3,100,217,1367,3,22,23,169,427,847,93,7,57938,48,1
"Essex County, MA",374.1394007,591,1,4,1232,755593,755593,42,39,100,2853,14381,8,146,561,2138,2930,9992,1459,36,762550,25,9
"Atkinson County, GA",373.9445115,592,1,4,395,8503,8503,3,3,41.8911,31,217,1,2,4,24,72,138,7,0,8290,13,3
"Henderson County, TX",373.6892278,593,1,4,2657,80061,79786,8,7,100,294,2091,2,48,18,226,657,1262,172,7,78675,48,213
"Wyoming County, WV",373.6044137,594,1,4,3081,23420,21218,8,4,100,86,422,1,5,7,73,131,266,25,3,23019,54,109
"Hart County, GA",373.3396212,595,1,4,466,24874,25532,2,3,100,95,891,0,3,6,86,200,677,14,0,25446,13,147
"Campbell County, TN",372.7819474,596,1,4,2462,40815,40847,8,9,100,150,1646,1,19,25,105,591,996,59,20,40238,47,13
"Winston County, AL",372.7325437,597,1,4,67,24473,24425,6,6,97.1839,90,610,1,12,3,74,177,385,48,6,24146,1,133
"Douglas County, KS",372.6316894,598,1,4,918,112784,112784,5,5,100,426,4590,0,60,57,309,745,3625,219,39,114322,20,45
"Mason County, IL",371.9820326,599,1,4,665,14492,10555,5,3,100,53,195,0,10,3,40,46,134,15,0,14248,17,125
"Kent County, TX",371.7472119,600,1,4,2682,837,837,1,1,100,3,13,0,0,0,3,5,7,1,0,807,48,263
"Sunflower County, MS",371.4683716,601,1,4,1481,29352,13637,7,2,90.846,104,830,2,5,28,69,275,552,4,0,27997,28,133
"Cass County, MN",371.2134477,602,1,4,1337,28572,28572,1,1,100,106,1059,3,84,1,18,216,785,58,2,28555,27,21
"Columbus County, NC",370.3315515,603,1,4,1935,58284,55845,11,5,99.4829,212,2407,4,17,55,136,959,1325,123,14,57246,37,47
"Fayette County, KY",369.9404723,604,1,4,1035,302332,302332,8,5,100,1141,14679,16,131,618,377,3087,10620,972,72,308428,21,67
"Seminole County, GA",368.921185,605,1,4,518,8885,8885,3,2,100,33,185,1,1,4,27,55,125,5,0,8945,13,253
"San Diego County, CA",368.6724057,606,1,4,224,3169187,3169187,32,27,100,11839,69624,107,692,3200,7840,14076,43412,12136,346,3211252,6,73
"Williams County, ND",368.305457,607,1,4,2065,24933,24933,2,2,100,109,1057,1,17,2,89,92,793,172,5,29595,38,105
"Brown County, TX",368.2216747,608,1,4,2575,38758,38758,4,4,100,139,1179,3,18,10,108,214,935,30,5,37749,48,49
"Kay County, OK",368.1546249,609,1,4,2190,46443,46443,5,5,100,168,1536,0,29,33,106,323,1143,70,16,45633,40,71
"Taylor County, TX",367.5894928,610,1,4,2771,139963,134743,6,6,100,493,4517,3,42,126,322,1083,3256,178,19,134117,48,441
"Musselshell County, MT",367.249946,611,1,4,1645,4734,4734,1,1,100,17,91,0,6,0,11,11,74,6,1,4629,30,65
"Spokane County, WA",366.5013204,612,1,4,3018,478407,478407,7,7,100,1757,28195,18,139,658,942,6147,19138,2910,98,479398,53,63
"Mercer County, WV",366.2235416,613,1,4,3054,62467,61052,15,9,89.9848,227,1603,5,7,34,181,523,968,112,6,61984,54,55
"Rhea County, TN",366.0074432,614,1,4,2527,32344,32344,4,4,100,119,758,0,4,8,107,201,483,74,1,32513,47,143
"Marshall County, IA",365.9072059,615,1,4,860,41139,41139,3,3,100,150,998,1,1,6,142,319,634,45,11,40994,19,127
"Chesapeake city, VA",365.1803566,616,1,4,2951,227531,227531,2,2,100,842,6379,12,36,202,592,1044,5041,293,27,230571,51,550
"Morgan County, TN",365.0467716,617,1,4,2520,21994,22018,3,4,100,80,462,2,5,4,69,161,270,31,1,21915,47,129
"Plymouth County, MA",365.0020422,618,1,4,1239,502006,457344,34,29,100,1832,9299,7,94,307,1424,2429,6462,408,65,501915,25,23
"Boone County, MO",364.8117677,619,1,4,1507,165938,165938,7,7,100,623,5550,3,46,180,394,1023,4327,200,24,170773,29,19
